"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2015,8,"AA","American Airlines Inc.","JFK","New York, NY: John F. Kennedy International",1578.00,276.00,74.07,12.51,104.13,1.21,84.08,12.00,6.00,20362.00,6662.00,732.00,5604.00,84.00,7280.00,
2015,8,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",3520.00,727.00,218.80,32.74,279.42,4.73,191.31,24.00,4.00,48530.00,19534.00,2266.00,11600.00,147.00,14983.00,
2015,8,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",12864.00,1732.00,570.73,74.13,366.79,7.11,713.24,72.00,22.00,130779.00,57504.00,5743.00,14365.00,307.00,52860.00,
2015,8,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",143.00,29.00,12.78,0.00,2.07,0.00,14.15,0.00,1.00,1281.00,509.00,0.00,61.00,0.00,711.00,
2015,8,"AA","American Airlines Inc.","OGG","Kahului, HI: Kahului Airport",185.00,55.00,25.14,0.12,21.61,0.00,8.13,1.00,2.00,3036.00,1476.00,7.00,692.00,0.00,861.00,
2015,8,"AA","American Airlines Inc.","HNL","Honolulu, HI: Honolulu International",289.00,115.00,47.02,0.00,49.95,1.00,17.03,2.00,1.00,7598.00,4242.00,0.00,1669.00,93.00,1594.00,
2015,8,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1438.00,285.00,118.13,13.23,78.63,2.65,72.35,7.00,2.00,16520.00,7068.00,1429.00,3067.00,132.00,4824.00,
2015,8,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",823.00,122.00,54.79,3.46,21.47,0.26,42.03,5.00,1.00,6300.00,2923.00,149.00,815.00,8.00,2405.00,
2015,8,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",1356.00,267.00,90.72,10.48,63.81,2.35,99.64,1.00,6.00,15268.00,4569.00,909.00,3620.00,91.00,6079.00,
2015,8,"AA","American Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",4037.00,675.00,204.93,28.29,226.89,1.43,213.46,41.00,12.00,36169.00,11073.00,2116.00,9850.00,37.00,13093.00,
2015,8,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5260.00,950.00,259.66,36.48,354.34,0.31,299.20,76.00,32.00,61830.00,18273.00,2669.00,19357.00,18.00,21513.00,
2015,8,"AA","American Airlines Inc.","MIA","Miami, FL: Miami International",4660.00,1071.00,287.43,41.75,434.09,1.67,306.05,59.00,26.00,62517.00,19499.00,3223.00,17891.00,46.00,21858.00,
2015,8,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",2577.00,484.00,155.25,30.25,155.96,3.70,138.85,61.00,7.00,25944.00,7952.00,2041.00,7269.00,217.00,8465.00,
2015,8,"AA","American Airlines Inc.","MCO","Orlando, FL: Orlando International",1617.00,487.00,144.41,22.75,197.78,4.15,117.90,10.00,13.00,26729.00,8018.00,1440.00,9466.00,190.00,7615.00,
2015,8,"AA","American Airlines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",563.00,76.00,25.68,0.65,19.00,0.14,30.53,7.00,0.00,3926.00,1517.00,25.00,643.00,3.00,1738.00,
2015,8,"AA","American Airlines Inc.","JAC","Jackson, WY: Jackson Hole",67.00,13.00,8.79,0.21,0.16,0.00,3.85,0.00,0.00,701.00,387.00,13.00,16.00,0.00,285.00,
2015,8,"AA","American Airlines Inc.","PNS","Pensacola, FL: Pensacola International",33.00,7.00,2.74,0.00,0.40,0.00,3.87,0.00,0.00,270.00,79.00,0.00,19.00,0.00,172.00,
2015,8,"AA","American Airlines Inc.","IAD","Washington, DC: Washington Dulles International",264.00,72.00,34.65,4.13,15.12,0.00,18.11,2.00,0.00,3734.00,1641.00,206.00,725.00,0.00,1162.00,
2015,8,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",2579.00,517.00,165.58,15.66,189.56,1.88,144.32,39.00,1.00,28946.00,9530.00,1177.00,9525.00,114.00,8600.00,
2015,8,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",935.00,247.00,82.19,5.74,94.31,0.66,64.09,1.00,1.00,12010.00,4182.00,280.00,3612.00,41.00,3895.00,
2015,8,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",517.00,98.00,46.96,4.00,25.74,1.00,20.30,7.00,4.00,4141.00,2158.00,287.00,708.00,25.00,963.00,
2015,8,"AA","American Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",392.00,58.00,20.88,1.83,11.34,0.58,23.37,4.00,1.00,2864.00,1287.00,108.00,411.00,30.00,1028.00,
2015,8,"AA","American Airlines Inc.","PDX","Portland, OR: Portland International",450.00,95.00,42.97,2.07,17.87,0.34,31.75,1.00,0.00,4594.00,1880.00,121.00,649.00,16.00,1928.00,
2015,8,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",5370.00,775.00,286.05,15.52,216.73,4.38,252.31,47.00,22.00,44826.00,19702.00,1241.00,7845.00,179.00,15859.00,
2015,8,"AA","American Airlines Inc.","STL","St. Louis, MO: Lambert-St. Louis International",657.00,109.00,36.50,7.64,26.66,0.51,37.69,5.00,2.00,8630.00,3396.00,587.00,1126.00,11.00,3510.00,
2015,8,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",957.00,210.00,73.93,4.52,66.50,0.09,64.96,2.00,6.00,11224.00,4599.00,244.00,2182.00,2.00,4197.00,
2015,8,"AA","American Airlines Inc.","KOA","Kona, HI: Kona International Airport at Keahole",81.00,24.00,7.49,0.00,12.44,0.00,4.07,0.00,1.00,1064.00,443.00,0.00,338.00,0.00,283.00,
2015,8,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",860.00,180.00,65.58,7.02,53.10,0.51,53.79,9.00,4.00,10043.00,3573.00,403.00,2757.00,24.00,3286.00,
2015,8,"AA","American Airlines Inc.","LBB","Lubbock, TX: Lubbock Preston Smith International",31.00,7.00,4.79,0.00,0.00,0.00,2.21,0.00,0.00,169.00,104.00,0.00,0.00,0.00,65.00,
2015,8,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7831.00,1204.00,367.75,47.99,405.21,3.30,379.75,113.00,23.00,74230.00,23836.00,4349.00,20447.00,96.00,25502.00,
2015,8,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",122.00,10.00,5.43,0.00,0.86,0.00,3.70,1.00,0.00,350.00,148.00,0.00,46.00,0.00,156.00,
2015,8,"AA","American Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",419.00,81.00,39.29,2.81,14.47,0.00,24.43,1.00,1.00,3927.00,1914.00,169.00,536.00,0.00,1308.00,
2015,8,"AA","American Airlines Inc.","TUS","Tucson, AZ: Tucson International",229.00,38.00,13.46,0.23,5.71,0.00,18.60,1.00,1.00,2469.00,936.00,57.00,179.00,0.00,1297.00,
2015,8,"AA","American Airlines Inc.","RNO","Reno, NV: Reno/Tahoe International",244.00,45.00,23.84,2.10,10.70,0.00,8.36,1.00,1.00,2443.00,1533.00,145.00,454.00,0.00,311.00,
2015,8,"AA","American Airlines Inc.","SAN","San Diego, CA: San Diego International",831.00,132.00,52.89,4.55,25.07,0.03,49.46,4.00,2.00,6361.00,2561.00,240.00,904.00,1.00,2655.00,
2015,8,"AA","American Airlines Inc.","RIC","Richmond, VA: Richmond International",221.00,44.00,16.98,1.15,11.57,0.21,14.09,4.00,0.00,2798.00,1075.00,171.00,524.00,13.00,1015.00,
2015,8,"AA","American Airlines Inc.","TUL","Tulsa, OK: Tulsa International",213.00,32.00,15.25,1.76,4.00,0.00,10.99,1.00,0.00,1707.00,888.00,113.00,141.00,0.00,565.00,
2015,8,"AA","American Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",669.00,145.00,60.99,6.10,25.47,0.48,51.97,7.00,0.00,8101.00,3061.00,617.00,1168.00,19.00,3236.00,
2015,8,"AA","American Airlines Inc.","SAT","San Antonio, TX: San Antonio International",517.00,76.00,32.06,1.94,8.33,0.00,33.68,5.00,0.00,4557.00,1537.00,187.00,480.00,0.00,2353.00,
2015,8,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",442.00,68.00,31.40,4.03,9.28,0.00,23.30,2.00,0.00,3473.00,1406.00,435.00,295.00,0.00,1337.00,
2015,8,"AA","American Airlines Inc.","TPA","Tampa, FL: Tampa International",1080.00,241.00,83.62,15.16,73.07,2.02,67.12,6.00,10.00,13470.00,4284.00,867.00,3428.00,85.00,4806.00,
2015,8,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",989.00,201.00,74.60,7.81,58.62,2.17,57.80,12.00,3.00,10821.00,4204.00,678.00,2638.00,47.00,3254.00,
2015,8,"AA","American Airlines Inc.","LGA","New York, NY: LaGuardia",2321.00,425.00,110.46,20.06,189.57,0.88,104.03,65.00,11.00,21518.00,5211.00,1306.00,9494.00,35.00,5472.00,
2015,8,"AA","American Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",148.00,19.00,11.21,0.87,2.48,0.00,4.43,0.00,0.00,851.00,545.00,34.00,137.00,0.00,135.00,
2015,8,"AA","American Airlines Inc.","LIH","Lihue, HI: Lihue Airport",96.00,19.00,3.59,0.30,14.04,0.00,1.07,2.00,0.00,654.00,213.00,23.00,362.00,0.00,56.00,
2015,8,"AA","American Airlines Inc.","SMF","Sacramento, CA: Sacramento International",333.00,58.00,25.58,2.27,11.35,1.02,17.78,0.00,1.00,3018.00,1438.00,151.00,411.00,18.00,1000.00,
2015,8,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",732.00,182.00,50.82,9.96,74.42,0.12,46.67,9.00,1.00,11818.00,3029.00,915.00,4789.00,5.00,3080.00,
2015,8,"AA","American Airlines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",527.00,127.00,54.77,9.31,35.98,0.00,26.93,9.00,0.00,6633.00,3280.00,433.00,1337.00,0.00,1583.00,
2015,8,"AA","American Airlines Inc.","ORF","Norfolk, VA: Norfolk International",112.00,22.00,13.73,0.51,1.83,0.00,5.93,1.00,0.00,1088.00,620.00,49.00,114.00,0.00,305.00,
2015,8,"AA","American Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",409.00,86.00,32.63,5.35,17.57,0.00,30.45,1.00,0.00,4658.00,1600.00,400.00,581.00,0.00,2077.00,
2015,8,"AA","American Airlines Inc.","MKE","Milwaukee, WI: General Mitchell International",149.00,17.00,8.85,0.00,2.94,0.00,5.21,0.00,0.00,918.00,542.00,0.00,91.00,0.00,285.00,
2015,8,"AA","American Airlines Inc.","MCI","Kansas City, MO: Kansas City International",487.00,101.00,39.98,5.48,18.73,1.56,35.25,2.00,1.00,6218.00,2675.00,371.00,750.00,56.00,2366.00,
2015,8,"AA","American Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",346.00,78.00,36.97,2.41,18.20,0.83,19.58,2.00,2.00,3917.00,1736.00,296.00,639.00,15.00,1231.00,
2015,8,"AA","American Airlines Inc.","STT","Charlotte Amalie, VI: Cyril E King",143.00,39.00,17.35,2.85,11.24,0.00,7.56,2.00,1.00,2306.00,1191.00,180.00,566.00,0.00,369.00,
2015,8,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",31.00,3.00,1.64,0.00,0.10,0.00,1.26,1.00,0.00,268.00,182.00,0.00,4.00,0.00,82.00,
2015,8,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",217.00,39.00,20.61,0.86,5.49,0.00,12.05,0.00,0.00,2312.00,1321.00,81.00,228.00,0.00,682.00,
2015,8,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",122.00,19.00,6.87,0.00,2.64,0.00,9.49,0.00,0.00,680.00,172.00,0.00,75.00,0.00,433.00,
2015,8,"AA","American Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",137.00,19.00,12.06,0.00,2.84,0.00,4.10,0.00,3.00,898.00,491.00,0.00,59.00,0.00,348.00,
2015,8,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",596.00,130.00,45.17,7.84,38.18,1.28,37.53,9.00,3.00,7959.00,2749.00,522.00,2039.00,49.00,2600.00,
2015,8,"AA","American Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",301.00,58.00,17.47,1.64,24.80,0.40,13.69,4.00,1.00,3557.00,1079.00,95.00,1001.00,17.00,1365.00,
2015,8,"AA","American Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",690.00,136.00,55.85,6.16,28.18,2.01,43.80,1.00,2.00,6735.00,2765.00,318.00,1247.00,92.00,2313.00,
2015,8,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",677.00,147.00,54.45,2.83,46.36,2.32,41.05,5.00,0.00,7129.00,2961.00,171.00,1771.00,59.00,2167.00,
2015,8,"AA","American Airlines Inc.","ONT","Ontario, CA: Ontario International",258.00,59.00,25.20,2.71,12.55,0.02,18.53,1.00,0.00,2612.00,1146.00,138.00,458.00,1.00,869.00,
2015,8,"AA","American Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",332.00,53.00,29.52,0.00,10.05,0.00,13.44,1.00,0.00,3357.00,2148.00,0.00,500.00,0.00,709.00,
2015,8,"AA","American Airlines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",26.00,3.00,2.14,0.00,0.45,0.00,0.40,0.00,0.00,86.00,50.00,0.00,19.00,0.00,17.00,
2015,8,"AA","American Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",538.00,96.00,41.97,3.73,18.77,1.46,30.06,3.00,1.00,5614.00,2460.00,446.00,645.00,53.00,2010.00,
2015,8,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",62.00,10.00,6.60,0.23,0.60,0.00,2.56,0.00,1.00,380.00,243.00,7.00,10.00,0.00,120.00,
2015,8,"AA","American Airlines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",89.00,12.00,6.71,0.00,0.24,0.00,5.05,0.00,0.00,678.00,293.00,0.00,7.00,0.00,378.00,
2015,8,"AA","American Airlines Inc.","STX","Christiansted, VI: Henry E. Rohlsen",50.00,12.00,0.63,0.89,2.89,0.00,7.59,1.00,0.00,469.00,34.00,30.00,71.00,0.00,334.00,
2015,8,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",89.00,20.00,9.44,0.00,3.51,0.00,7.05,0.00,0.00,1164.00,691.00,0.00,81.00,0.00,392.00,
2015,8,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",263.00,37.00,18.17,1.52,6.80,0.00,10.51,3.00,0.00,1700.00,725.00,132.00,164.00,0.00,679.00,
2015,8,"AA","American Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",320.00,75.00,28.57,1.00,27.35,0.36,17.73,2.00,2.00,3081.00,1009.00,52.00,971.00,16.00,1033.00,
2015,8,"AA","American Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",31.00,5.00,1.97,0.00,0.27,0.00,2.76,0.00,0.00,405.00,199.00,0.00,16.00,0.00,190.00,
2015,8,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",249.00,45.00,13.22,1.00,13.50,0.10,17.17,2.00,0.00,2986.00,882.00,140.00,840.00,2.00,1122.00,
2015,8,"AA","American Airlines Inc.","MEM","Memphis, TN: Memphis International",71.00,12.00,3.73,0.88,5.39,0.00,2.00,1.00,0.00,1008.00,418.00,87.00,436.00,0.00,67.00,
2015,8,"AA","American Airlines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",62.00,25.00,10.63,0.83,7.50,0.07,5.98,0.00,1.00,1033.00,440.00,77.00,197.00,1.00,318.00,
2015,8,"AA","American Airlines Inc.","CMH","Columbus, OH: Port Columbus International",238.00,37.00,14.67,0.85,6.53,0.00,14.96,1.00,1.00,1873.00,613.00,28.00,212.00,0.00,1020.00,
2015,8,"AA","American Airlines Inc.","GEG","Spokane, WA: Spokane International",62.00,10.00,3.98,0.89,3.28,0.00,1.85,0.00,0.00,404.00,108.00,94.00,135.00,0.00,67.00,
2015,8,"AA","American Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",62.00,15.00,7.63,0.83,3.45,0.00,3.09,0.00,0.00,677.00,394.00,78.00,136.00,0.00,69.00,
2015,8,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",78.00,21.00,10.24,1.00,4.27,0.00,5.49,0.00,0.00,829.00,328.00,63.00,176.00,0.00,262.00,
2015,8,"AA","American Airlines Inc.","PWM","Portland, ME: Portland International Jetport",45.00,11.00,2.99,0.98,3.41,0.00,3.62,1.00,0.00,858.00,204.00,108.00,152.00,0.00,394.00,
2015,8,"AA","American Airlines Inc.","SYR","Syracuse, NY: Syracuse Hancock International",57.00,18.00,5.25,0.99,4.12,0.00,7.63,0.00,0.00,1261.00,255.00,199.00,192.00,0.00,615.00,
2015,8,"AA","American Airlines Inc.","ALB","Albany, NY: Albany International",62.00,12.00,4.09,0.00,3.21,0.24,4.46,3.00,0.00,735.00,267.00,0.00,119.00,16.00,333.00,
2015,8,"AA","American Airlines Inc.","PVD","Providence, RI: Theodore Francis Green State",106.00,26.00,8.54,4.82,7.49,0.69,4.45,1.00,0.00,1622.00,665.00,427.00,346.00,18.00,166.00,
2015,8,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",114.00,30.00,15.10,0.92,5.59,0.23,8.15,4.00,0.00,2120.00,1137.00,128.00,259.00,9.00,587.00,
2015,8,"AS","Alaska Airlines Inc.","SMF","Sacramento, CA: Sacramento International",217.00,43.00,14.45,1.61,13.48,1.00,12.46,0.00,0.00,1526.00,561.00,100.00,331.00,181.00,353.00,
2015,8,"AS","Alaska Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",5243.00,970.00,153.87,22.54,510.97,6.65,275.97,11.00,3.00,47943.00,9381.00,2033.00,20185.00,207.00,16137.00,
2015,8,"AS","Alaska Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",213.00,29.00,3.74,0.00,9.72,0.00,15.54,0.00,0.00,1044.00,107.00,0.00,201.00,0.00,736.00,
2015,8,"AS","Alaska Airlines Inc.","SFO","San Francisco, CA: San Francisco International",515.00,95.00,21.45,12.19,40.97,0.00,20.38,1.00,0.00,4229.00,1122.00,555.00,1702.00,0.00,850.00,
2015,8,"AS","Alaska Airlines Inc.","PDX","Portland, OR: Portland International",1322.00,135.00,39.93,0.00,29.34,0.00,65.73,4.00,0.00,6882.00,2403.00,0.00,838.00,0.00,3641.00,
2015,8,"AS","Alaska Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",425.00,52.00,20.40,1.44,13.21,0.00,16.95,0.00,1.00,2279.00,996.00,57.00,356.00,0.00,870.00,
2015,8,"AS","Alaska Airlines Inc.","GEG","Spokane, WA: Spokane International",159.00,40.00,20.09,0.56,11.87,0.00,7.48,0.00,0.00,1664.00,963.00,15.00,284.00,0.00,402.00,
2015,8,"AS","Alaska Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",217.00,30.00,14.33,1.15,5.92,0.00,8.60,0.00,0.00,979.00,488.00,57.00,162.00,0.00,272.00,
2015,8,"AS","Alaska Airlines Inc.","BLI","Bellingham, WA: Bellingham International",31.00,4.00,1.93,0.00,0.47,0.00,1.60,0.00,0.00,172.00,96.00,0.00,19.00,0.00,57.00,
2015,8,"AS","Alaska Airlines Inc.","SIT","Sitka, AK: Sitka Rocky Gutierrez",186.00,28.00,2.82,1.00,9.68,0.00,14.49,0.00,2.00,1531.00,188.00,23.00,324.00,0.00,996.00,
2015,8,"AS","Alaska Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",794.00,210.00,35.73,2.00,142.65,0.00,29.62,1.00,0.00,10064.00,1732.00,135.00,6786.00,0.00,1411.00,
2015,8,"AS","Alaska Airlines Inc.","SAN","San Diego, CA: San Diego International",517.00,67.00,18.46,1.96,28.20,0.00,18.38,0.00,1.00,2541.00,913.00,125.00,700.00,0.00,803.00,
2015,8,"AS","Alaska Airlines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",326.00,32.00,14.08,0.00,11.07,0.00,6.85,0.00,0.00,1236.00,721.00,0.00,266.00,0.00,249.00,
2015,8,"AS","Alaska Airlines Inc.","BUR","Burbank, CA: Bob Hope",102.00,13.00,5.48,0.31,4.63,0.00,2.58,0.00,0.00,539.00,375.00,10.00,91.00,0.00,63.00,
2015,8,"AS","Alaska Airlines Inc.","ONT","Ontario, CA: Ontario International",40.00,4.00,0.00,0.00,3.05,0.00,0.95,0.00,0.00,109.00,0.00,0.00,67.00,0.00,42.00,
2015,8,"AS","Alaska Airlines Inc.","LAS","Las Vegas, NV: McCarran International",357.00,54.00,16.45,2.03,23.56,0.87,11.10,0.00,1.00,2088.00,710.00,128.00,803.00,47.00,400.00,
2015,8,"AS","Alaska Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",185.00,27.00,10.11,0.76,8.42,0.00,7.71,0.00,2.00,1393.00,714.00,20.00,274.00,0.00,385.00,
2015,8,"AS","Alaska Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",155.00,20.00,5.34,1.45,8.28,0.00,4.94,0.00,0.00,695.00,245.00,79.00,231.00,0.00,140.00,
2015,8,"AS","Alaska Airlines Inc.","TUS","Tucson, AZ: Tucson International",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,26.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",1334.00,278.00,77.19,4.49,104.03,15.46,76.83,8.00,3.00,10759.00,3539.00,226.00,2559.00,587.00,3848.00,
2015,8,"AS","Alaska Airlines Inc.","AKN","King Salmon, AK: King Salmon Airport",8.00,1.00,0.00,0.00,0.12,0.00,0.88,0.00,0.00,25.00,0.00,0.00,3.00,0.00,22.00,
2015,8,"AS","Alaska Airlines Inc.","DLG","Dillingham, AK: Dillingham Airport",22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","KTN","Ketchikan, AK: Ketchikan International",239.00,37.00,15.97,0.82,8.19,0.03,11.99,1.00,1.00,1663.00,641.00,23.00,255.00,3.00,741.00,
2015,8,"AS","Alaska Airlines Inc.","JNU","Juneau, AK: Juneau International",482.00,83.00,28.27,1.85,23.43,1.89,27.56,1.00,1.00,3886.00,1190.00,61.00,714.00,69.00,1852.00,
2015,8,"AS","Alaska Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",76.00,13.00,1.24,0.00,1.07,1.00,9.70,0.00,0.00,645.00,97.00,0.00,26.00,26.00,496.00,
2015,8,"AS","Alaska Airlines Inc.","SAT","San Antonio, TX: San Antonio International",31.00,6.00,1.59,0.61,1.47,0.00,2.33,0.00,0.00,214.00,66.00,38.00,51.00,0.00,59.00,
2015,8,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",172.00,18.00,6.46,1.00,4.47,0.00,6.07,0.00,1.00,668.00,279.00,17.00,104.00,0.00,268.00,
2015,8,"AS","Alaska Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",53.00,5.00,1.00,0.76,2.24,0.00,1.00,0.00,0.00,212.00,54.00,45.00,55.00,0.00,58.00,
2015,8,"AS","Alaska Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",194.00,35.00,11.82,1.20,16.60,0.00,5.37,0.00,1.00,2019.00,1049.00,84.00,689.00,0.00,197.00,
2015,8,"AS","Alaska Airlines Inc.","STL","St. Louis, MO: Lambert-St. Louis International",53.00,13.00,4.19,0.72,4.84,0.00,3.25,0.00,0.00,446.00,194.00,31.00,137.00,0.00,84.00,
2015,8,"AS","Alaska Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",52.00,2.00,0.71,0.00,0.29,0.00,1.00,0.00,0.00,85.00,24.00,0.00,10.00,0.00,51.00,
2015,8,"AS","Alaska Airlines Inc.","IAD","Washington, DC: Washington Dulles International",31.00,6.00,3.66,0.44,1.90,0.00,0.00,0.00,0.00,447.00,229.00,22.00,196.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",155.00,19.00,5.01,0.41,9.41,0.00,4.17,0.00,1.00,807.00,361.00,7.00,303.00,0.00,136.00,
2015,8,"AS","Alaska Airlines Inc.","MCI","Kansas City, MO: Kansas City International",50.00,6.00,2.00,0.00,3.09,0.00,0.91,0.00,0.00,212.00,66.00,0.00,65.00,0.00,81.00,
2015,8,"AS","Alaska Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",40.00,7.00,2.00,0.88,2.53,0.59,1.00,0.00,0.00,250.00,66.00,28.00,79.00,16.00,61.00,
2015,8,"AS","Alaska Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,252.00,0.00,0.00,252.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",124.00,22.00,5.52,0.40,12.08,0.00,4.00,0.00,0.00,1803.00,414.00,18.00,1048.00,0.00,323.00,
2015,8,"AS","Alaska Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","TPA","Tampa, FL: Tampa International",31.00,6.00,1.00,0.00,5.00,0.00,0.00,0.00,0.00,144.00,39.00,0.00,105.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",31.00,3.00,2.90,0.00,0.10,0.00,0.00,0.00,0.00,223.00,207.00,0.00,16.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",31.00,3.00,2.88,0.00,0.12,0.00,0.00,0.00,0.00,152.00,145.00,0.00,7.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","OGG","Kahului, HI: Kahului Airport",227.00,30.00,7.15,0.00,17.14,0.77,4.94,0.00,0.00,1036.00,439.00,0.00,379.00,17.00,201.00,
2015,8,"AS","Alaska Airlines Inc.","KOA","Kona, HI: Kona International Airport at Keahole",103.00,9.00,7.49,0.00,1.51,0.00,0.00,0.00,1.00,415.00,378.00,0.00,37.00,0.00,0.00,
2015,8,"AS","Alaska Airlines Inc.","LIH","Lihue, HI: Lihue Airport",100.00,5.00,3.60,0.00,0.40,0.00,1.00,0.00,0.00,229.00,191.00,0.00,13.00,0.00,25.00,
2015,8,"AS","Alaska Airlines Inc.","HNL","Honolulu, HI: Honolulu International",225.00,29.00,8.72,0.00,17.04,0.00,3.24,0.00,1.00,1087.00,614.00,0.00,346.00,0.00,127.00,
2015,8,"AS","Alaska Airlines Inc.","MCO","Orlando, FL: Orlando International",59.00,11.00,2.62,0.00,6.73,0.00,1.65,0.00,0.00,437.00,182.00,0.00,214.00,0.00,41.00,
